ردیف,عنوان,شاپا,شاپای الکترونیکی,ضریب تاثیر,سال,استنادهای تجمعی,ضريب تاثير آنی,مقالات,کیفیت در موضوع سطح میانی,زبان,کشور,استان,ناشر
19616,international journal of aquatic biology,23830956,23225270,0.147,2021,77,0,48,Agricultural and Biological Sciences (Q3),انگلیسی,ايران,Alborz,the Iranian Society of Ichthyology in collaboration with the Staff of Fisheries Department of the University of Tehran
19617,international journal of aquatic biology,23830956,23225270,0.178,2018,16,0,48,Agricultural and Biological Sciences (Q2),انگلیسی,ايران,Alborz,the Iranian Society of Ichthyology in collaboration with the Staff of Fisheries Department of the University of Tehran
19618,international journal of aquatic biology,23830956,23225270,0.215,2019,95,0.106,47,Agricultural and Biological Sciences (Q2),انگلیسی,ايران,Alborz,the Iranian Society of Ichthyology in collaboration with the Staff of Fisheries Department of the University of Tehran
19619,international journal of aquatic biology,23830956,23225270,0.253,2020,100,0.104,48,Agricultural and Biological Sciences (Q2),انگلیسی,ايران,Alborz,the Iranian Society of Ichthyology in collaboration with the Staff of Fisheries Department of the University of Tehran
19620,international journal of aquatic biology,23830956,23225270,0.278,2017,64,0.022,45,Agricultural and Biological Sciences (Q1),انگلیسی,ايران,Alborz,the Iranian Society of Ichthyology in collaboration with the Staff of Fisheries Department of the University of Tehran
19621,international journal of architectural engineering and urban planning,22287337,23833904,0.188,2022,53,0.094,32,"Engineering (Q2), Social Sciences (Q3)",انگلیسی,ايران,Tehran,Iran University of Science & Technology
19622,international journal of architectural engineering and urban planning,22287337,23833904,0.143,2016,12,0,18,معماري (Q3),انگلیسی,ايران,Tehran,Iran University of Science & Technology
19623,international journal of architectural engineering and urban planning,22287337,23833904,0.036,2015,5,0,14,معماري (Q3),انگلیسی,ايران,Tehran,Iran University of Science & Technology
19624,international journal of architectural engineering and urban planning,22287337,23833904,0.179,2014,9,0,14,معماري (Q2),انگلیسی,ايران,Tehran,Iran University of Science & Technology
19625,international journal of architectural engineering and urban planning,22287337,23833904,0.464,2013,14,0.071,14,معماري (Q1),انگلیسی,ايران,Tehran,Iran University of Science & Technology
19626,international journal of architectural engineering and urban planning,22287337,23833904,N/A,2017,13,N/A,16,N/A,انگلیسی,ايران,Tehran,Iran University of Science & Technology
19627,international journal of architectural engineering and urban planning,22287337,23833904,0.149,2021,35,0,24,"Engineering (Q3), Social Sciences (Q4)",انگلیسی,ايران,Tehran,Iran University of Science & Technology
19628,international journal of architectural engineering and urban planning,22287337,23833904,0.122,2020,44,0.167,24,"Engineering (Q3), Social Sciences (Q4)",انگلیسی,ايران,Tehran,Iran University of Science & Technology
19629,international journal of architectural engineering and urban planning,22287337,23833904,0.059,2019,28,0.13,23,"Engineering (Q4), Social Sciences (Q4)",انگلیسی,ايران,Tehran,Iran University of Science & Technology
19630,international journal of architectural engineering and urban planning,22287337,23833904,0.088,2018,22,0,18,"Engineering (Q3), Social Sciences (Q3)",انگلیسی,ايران,Tehran,Iran University of Science & Technology
19631,international journal of architectural research,19946961,19387806,N/A,2019,9,N/A,0,"Engineering (N/A), Social Sciences (N/A)",انگلیسی,قطر,,"Archnet, the Massachusetts Institute of Technology (MIT) School of Architecture and Planning in co-operation with The Aga Khan Trust for Culture (AKTC) and the Aga Khan Documentation Center at MIT Libraries"
19632,international journal of architectural research,19946961,19387806,0.127,2014,17,0.111,45,معماري (Q3),انگلیسی,قطر,,"Archnet, the Massachusetts Institute of Technology (MIT) School of Architecture and Planning in co-operation with The Aga Khan Trust for Culture (AKTC) and the Aga Khan Documentation Center at MIT Libraries"
19633,international journal of architectural research,19946961,19387806,0.152,2015,41,0.511,47,معماري (Q1),انگلیسی,قطر,,"Archnet, the Massachusetts Institute of Technology (MIT) School of Architecture and Planning in co-operation with The Aga Khan Trust for Culture (AKTC) and the Aga Khan Documentation Center at MIT Libraries"
19634,international journal of architectural research,19946961,19387806,0.293,2016,46,0.111,45,معماري (Q1),انگلیسی,قطر,,"Archnet, the Massachusetts Institute of Technology (MIT) School of Architecture and Planning in co-operation with The Aga Khan Trust for Culture (AKTC) and the Aga Khan Documentation Center at MIT Libraries"
19635,international journal of architectural research,19946961,19387806,N/A,2017,121,N/A,23,"Engineering (N/A), Social Sciences (N/A)",انگلیسی,قطر,,"Archnet, the Massachusetts Institute of Technology (MIT) School of Architecture and Planning in co-operation with The Aga Khan Trust for Culture (AKTC) and the Aga Khan Documentation Center at MIT Libraries"
19636,international journal of architectural research,19946961,19387806,N/A,2018,9,N/A,0,"Engineering (N/A), Social Sciences (N/A)",انگلیسی,قطر,,"Archnet, the Massachusetts Institute of Technology (MIT) School of Architecture and Planning in co-operation with The Aga Khan Trust for Culture (AKTC) and the Aga Khan Documentation Center at MIT Libraries"
19637,international journal of architectural research,19946961,19387806,0,2013,0,0,47,معماري (N/A),انگلیسی,قطر,,"Archnet, the Massachusetts Institute of Technology (MIT) School of Architecture and Planning in co-operation with The Aga Khan Trust for Culture (AKTC) and the Aga Khan Documentation Center at MIT Libraries"
19638,international journal of architecture and urban development,22287396,23452331,0.096,2018,26,0,25,"Engineering (Q3), Social Sciences (Q3)",انگلیسی,ايران,Tehran,"Islamic Azad University, Science and Research Branch"
19639,international journal of architecture and urban development,22287396,23452331,0,2019,19,0.083,24,"Engineering (N/A), Social Sciences (N/A)",انگلیسی,ايران,Tehran,"Islamic Azad University, Science and Research Branch"
19640,international journal of architecture and urban development,22287396,23452331,0.102,2020,42,0.208,24,"Engineering (Q3), Social Sciences (Q4)",انگلیسی,ايران,Tehran,"Islamic Azad University, Science and Research Branch"
19641,international journal of architecture and urban development,22287396,23452331,0.136,2017,19,0,25,"Engineering (Q2), Social Sciences (Q3)",انگلیسی,ايران,Tehran,"Islamic Azad University, Science and Research Branch"
19642,international journal of architecture and urban development,22287396,23452331,0.083,2022,43,0.083,24,"Engineering (Q3), Social Sciences (Q4)",انگلیسی,ايران,Tehran,"Islamic Azad University, Science and Research Branch"
19643,international journal of architecture and urban development,22287396,23452331,0.167,2021,33,0,24,"Engineering (Q2), Social Sciences (Q3)",انگلیسی,ايران,Tehran,"Islamic Azad University, Science and Research Branch"
19644,international journal of asia pacific studies,,18236243,0.053,2011,2,0,17,علوم اجتماعي (Q3),انگلیسی,مالزي,,Universiti Sains Malaysia (USM)
19645,international journal of asia pacific studies,,18236243,N/A,2018,2,N/A,0,Social Sciences (N/A),انگلیسی,مالزي,,Universiti Sains Malaysia (USM)
19646,international journal of asia pacific studies,,18236243,0.029,2017,4,0.077,13,Social Sciences (Q4),انگلیسی,مالزي,,Universiti Sains Malaysia (USM)
19647,international journal of asia pacific studies,,18236243,0.032,2016,11,0,18,علوم اجتماعي (Q4),انگلیسی,مالزي,,Universiti Sains Malaysia (USM)
19648,international journal of asia pacific studies,,18236243,0,2015,0,0,16,علوم اجتماعي (N/A),انگلیسی,مالزي,,Universiti Sains Malaysia (USM)
19649,international journal of asia pacific studies,,18236243,0,2014,2,0,16,علوم اجتماعي (N/A),انگلیسی,مالزي,,Universiti Sains Malaysia (USM)
19650,international journal of asia pacific studies,,18236243,0,2013,0,0,13,علوم اجتماعي (N/A),انگلیسی,مالزي,,Universiti Sains Malaysia (USM)
19651,international journal of asia pacific studies,,18236243,0,2010,0,0,9,علوم اجتماعي (N/A),انگلیسی,مالزي,,Universiti Sains Malaysia (USM)
19652,international journal of asia pacific studies,,18236243,N/A,2019,2,N/A,0,Social Sciences (N/A),انگلیسی,مالزي,,Universiti Sains Malaysia (USM)
19653,international journal of asia pacific studies,,18236243,0,2012,0,0,17,علوم اجتماعي (N/A),انگلیسی,مالزي,,Universiti Sains Malaysia (USM)
19654,international journal of assessment and evaluation in education,22321926,,N/A,2019,1,N/A,0,Social Sciences (N/A),انگلیسی,مالزي,,penerbit universiti pendidikan sultan idris
19655,international journal of assessment and evaluation in education,22321926,,N/A,2018,0,N/A,0,Social Sciences (N/A),انگلیسی,مالزي,,penerbit universiti pendidikan sultan idris
19656,international journal of assessment and evaluation in education,22321926,,N/A,2017,1,N/A,0,N/A,انگلیسی,مالزي,,penerbit universiti pendidikan sultan idris
19657,international journal of assessment and evaluation in education,22321926,,0,2016,0,0,13,علوم تربيتي (N/A),انگلیسی,مالزي,,penerbit universiti pendidikan sultan idris
19658,international journal of assessment and evaluation in education,22321926,,0,2015,0,0,,علوم تربيتي (N/A),انگلیسی,مالزي,,penerbit universiti pendidikan sultan idris
19659,international journal of assessment and evaluation in education,22321926,,0,2014,0,0,7,علوم تربيتي (N/A),انگلیسی,مالزي,,penerbit universiti pendidikan sultan idris
19660,international journal of assessment and evaluation in education,22321926,,0,2013,0,0,7,علوم تربيتي (N/A),انگلیسی,مالزي,,penerbit universiti pendidikan sultan idris
19661,international journal of automotive and mechanical engineering,22298649,21801606,0.146,2012,6,0,24,مكانيك (Q2),انگلیسی,مالزي,,"The Automotive Engineering Centre (AEC), Universiti Malaysia Pahang"
19662,international journal of automotive and mechanical engineering,22298649,21801606,0.717,2013,55,0.088,57,مكانيك (Q1),انگلیسی,مالزي,,"The Automotive Engineering Centre (AEC), Universiti Malaysia Pahang"
19663,international journal of automotive and mechanical engineering,22298649,21801606,1.309,2014,221,0.542,59,مكانيك (Q1),انگلیسی,مالزي,,"The Automotive Engineering Centre (AEC), Universiti Malaysia Pahang"
19664,international journal of automotive and mechanical engineering,22298649,21801606,N/A,2019,11,N/A,0,Engineering (N/A),انگلیسی,مالزي,,"The Automotive Engineering Centre (AEC), Universiti Malaysia Pahang"
19665,international journal of automotive and mechanical engineering,22298649,21801606,2.007,2016,444,0.58,50,مكانيك (Q1),انگلیسی,مالزي,,"The Automotive Engineering Centre (AEC), Universiti Malaysia Pahang"
19666,international journal of automotive and mechanical engineering,22298649,21801606,2.289,2017,542,0.928,69,Engineering (Q1),انگلیسی,مالزي,,"The Automotive Engineering Centre (AEC), Universiti Malaysia Pahang"
